id,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,sale_type,saleprice,age_sold,age_since_remod,age_garage,total_bath,total_bedroom,total_sqft
2714,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,5,209.0,1,GasA,3,1,SBrkr,0,1,3,6,Typ,1,3,Attchd,3,2.0,3,3,1,0,0,0,0,0,0,3,2006,WD ,149500,28,28,28.0,2.0,3,2512.0
799,70,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,1,0.0,1,GasA,3,1,SBrkr,0,1,3,7,Typ,1,4,Detchd,1,1.0,2,1,P,120,0,0,0,0,0,10,2009,WD ,108000,69,59,69.0,2.0,4,2561.0
1260,190,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0.0,0,GasA,3,0,FuseA,0,2,3,7,Typ,0,0,0,0,0.0,0,0,0,220,114,210,0,0,0,8,2008,WD ,106250,108,8,0.0,2.0,3,1294.0
2107,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,GasA,5,1,SBrkr,0,1,4,5,Typ,0,0,Attchd,2,3.0,3,3,1,140,93,0,0,0,0,5,2007,WD ,194000,1,1,1.0,2.0,2,3306.0
2486,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,3,3,CBlock,3,3,1,2,36.0,1,GasA,5,1,SBrkr,0,1,3,6,Typ,0,0,Detchd,1,2.0,3,3,1,0,0,0,0,0,0,7,2006,WD ,129500,44,44,29.0,2.0,3,2600.0
1911,90,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,GasA,3,1,SBrkr,0,2,3,8,Typ,0,0,Detchd,1,3.0,3,3,1,0,0,0,0,0,0,5,2007,WD ,126000,39,39,39.0,2.0,4,3912.0
896,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,2,3,1078.0,1,GasA,3,1,FuseA,0,1,3,6,Min1,0,0,Attchd,2,1.0,3,3,1,0,41,211,0,0,900,6,2009,WD ,120000,59,59,59.0,2.0,3,2641.0
272,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,3,6,712.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,0,0,Attchd,2,2.0,3,3,1,0,35,0,144,0,0,5,2010,WD ,213000,6,5,6.0,3.0,3,3563.0
2521,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,4,6,807.0,1,GasA,3,1,SBrkr,0,1,4,4,Typ,1,2,Attchd,3,2.0,3,3,1,133,78,0,0,0,0,7,2006,WD ,190000,26,26,26.0,2.0,1,2936.0
2324,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,1,6,705.0,1,GasA,4,1,SBrkr,0,1,3,6,Typ,1,3,Attchd,3,2.0,3,3,1,0,26,0,0,144,0,7,2006,WD ,183500,13,12,13.0,3.0,3,2731.0
1953,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,3,3,CBlock,3,3,3,3,242.0,5,GasA,3,1,SBrkr,0,1,3,6,Typ,2,3,BuiltIn,1,1.0,3,3,1,460,46,0,0,165,0,10,2007,WD ,172000,44,8,44.0,3.0,4,2652.0
887,20,RL,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,690.0,1,GasA,5,1,SBrkr,0,1,3,3,Typ,1,4,Detchd,1,1.0,2,2,1,0,0,0,0,0,0,5,2009,WD ,100000,71,51,51.0,2.0,2,1920.0
1479,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,4,3,PConc,4,3,1,6,56.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,2,3.0,3,3,1,0,24,0,0,0,0,2,2008,WD ,218836,1,1,1.0,2.0,3,3942.0
1317,190,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,GasA,5,0,SBrkr,0,2,3,7,Typ,1,3,Detchd,1,2.0,4,3,1,0,25,212,0,0,0,4,2008,WD ,163000,103,8,5.0,2.0,3,3066.0
1750,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,1,4,Attchd,2,2.0,3,3,1,100,18,0,0,0,0,4,2007,New,206580,1,1,1.0,3.0,3,3569.0
2815,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,4,8,Typ,1,4,Attchd,3,2.0,3,3,1,0,24,0,0,0,0,7,2006,New,163990,1,0,1.0,3.0,3,2574.0
2692,70,RM,Pave,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,AsbShng,Plywood,None,0.0,2,4,BrkTil,2,2,1,1,0.0,1,GasA,4,1,SBrkr,0,1,3,7,Typ,0,0,Detchd,1,1.0,3,3,0,0,72,45,0,0,0,7,2006,WD ,116500,96,2,5.0,1.0,3,2116.0
1090,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,1,4,BuiltIn,3,2.0,3,3,1,138,48,0,0,0,0,7,2008,WD ,188000,6,5,6.0,3.0,3,2960.0
1912,85,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,3,3,CBlock,3,3,3,6,602.0,1,GasA,5,1,SBrkr,0,1,3,6,Typ,1,3,Basment,3,2.0,3,3,1,140,40,0,0,0,0,6,2007,WD ,175000,41,41,41.0,3.0,3,2505.0
1634,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,CBlock,4,3,4,6,248.0,1,GasA,4,1,SBrkr,0,1,3,5,Typ,0,0,Attchd,2,2.0,3,3,1,0,108,0,0,135,0,10,2007,WD ,182000,19,19,19.0,3.0,2,2825.0
1974,30,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,GasA,3,1,SBrkr,0,1,3,5,Typ,0,0,Detchd,2,2.0,3,3,1,0,0,116,0,0,0,4,2007,WD ,103000,81,27,26.0,1.0,2,2386.0
1764,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,5,3,PConc,5,3,4,6,1282.0,1,GasA,5,1,SBrkr,0,1,5,8,Typ,2,4,Attchd,2,3.0,3,3,1,314,140,0,0,0,0,3,2007,WD ,466500,6,5,6.0,4.0,2,6070.0
634,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,3,CBlock,3,3,1,5,708.0,1,GasA,3,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,1,1.0,3,3,1,156,0,0,0,0,0,6,2009,WD ,149500,50,11,50.0,3.0,3,2273.0
1683,120,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,6,632.0,1,GasA,3,1,SBrkr,0,1,3,4,Typ,0,0,Attchd,1,1.0,3,3,1,108,32,0,0,0,0,4,2007,WD ,142500,29,29,29.0,2.0,2,2435.0
2199,30,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Stucco,Plywood,None,0.0,3,3,PConc,3,3,2,4,319.0,1,GasA,3,1,SBrkr,0,1,3,6,Typ,0,0,Detchd,1,1.0,3,3,1,0,0,64,0,0,0,4,2007,WD ,136500,81,57,34.0,1.0,3,3064.0
2789,160,RH,Pave,IR1,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,338.0,1,GasA,5,1,SBrkr,0,1,3,5,Typ,0,0,Detchd,1,2.0,3,3,1,0,48,0,0,0,0,6,2006,WD ,137000,13,12,13.0,3.0,3,2434.0
1018,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,4,3,CBlock,4,4,2,6,983.0,1,GasA,5,1,SBrkr,0,1,5,6,Typ,1,5,Attchd,2,2.0,3,3,1,0,48,0,0,141,0,6,2008,WD ,226500,20,20,20.0,3.0,2,3891.0
14,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,4,6,637.0,1,GasA,4,1,SBrkr,0,1,4,5,Typ,1,1,Attchd,1,2.0,3,3,1,192,0,0,0,0,0,2,2010,WD ,171500,20,20,20.0,3.0,2,3147.0
2782,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,483.0,1,GasA,4,1,SBrkr,0,1,3,6,Typ,0,0,Detchd,1,2.0,3,3,1,0,0,0,0,0,0,7,2006,WD ,132500,30,30,30.0,1.0,3,2441.0
2626,90,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0.0,0,Wall,2,0,FuseA,0,2,3,6,Typ,0,0,Detchd,1,2.0,3,3,1,0,0,0,0,0,0,5,2006,WD ,87500,57,56,57.0,2.0,2,1440.0
1175,60,FV,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,3,3,PConc,3,3,1,6,681.0,1,GasA,5,1,SBrkr,0,1,3,7,Typ,1,3,Attchd,3,2.0,3,3,1,0,0,0,0,0,0,6,2008,WD ,223000,7,7,7.0,4.0,3,3193.0
1232,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,4,4,CBlock,3,3,1,1,0.0,1,GasA,3,1,SBrkr,0,1,4,7,Typ,1,4,Attchd,2,2.0,3,3,1,0,36,0,0,0,0,7,2008,COD,174000,46,3,46.0,3.0,3,3318.0
2590,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,741.0,1,GasA,5,1,SBrkr,0,1,3,4,Typ,0,0,Attchd,3,1.0,3,3,1,0,0,0,0,195,0,6,2006,WD ,142000,55,15,55.0,2.0,2,2038.0
2463,20,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,1,4,Attchd,2,2.0,3,3,1,0,140,0,0,0,0,6,2006,New,232600,0,0,0.0,2.0,3,3754.0
2358,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,1,5,663.0,2,GasA,2,1,SBrkr,0,1,4,5,Typ,1,2,Attchd,2,2.0,3,3,1,265,0,0,0,0,0,1,2006,WD ,181000,32,7,32.0,3.0,3,2833.0
2911,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,1,5,837.0,1,GasA,4,1,SBrkr,0,1,3,10,Maj1,1,4,Attchd,3,2.0,3,3,1,728,20,0,0,0,0,6,2006,WD ,151400,33,33,33.0,4.0,5,4039.0
1699,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,1,4,Attchd,2,3.0,3,3,1,0,44,0,0,0,0,5,2007,WD ,250000,1,1,1.0,2.0,3,4126.0
115,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,1,6,394.0,1,GasA,3,1,SBrkr,0,1,3,7,Typ,1,3,Attchd,1,2.0,3,3,1,228,66,156,0,0,500,3,2010,WD ,196500,22,22,22.0,3.0,3,3190.0
1998,75,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3,3,1,1,0.0,1,GasA,3,1,FuseA,0,1,3,8,Typ,1,4,Attchd,1,2.0,3,3,0,0,148,150,0,0,0,2,2007,WD ,185000,128,20,57.0,2.0,3,3849.0
589,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,3,3,4,955.0,1,GasA,3,1,SBrkr,0,1,3,5,Typ,0,0,Attchd,1,1.0,3,3,1,0,0,0,0,0,0,8,2009,WD ,113000,40,40,40.0,2.0,3,2768.0
1641,20,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,3,6,945.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,1,4,Attchd,2,2.0,3,3,1,140,0,0,0,0,0,10,2007,New,392000,0,0,0.0,3.0,2,3405.0
2821,90,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,3,3,CBlock,4,4,4,6,945.0,1,GasA,3,1,SBrkr,0,0,3,4,Typ,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,10,2006,WD ,127500,31,31,0.0,4.0,4,1925.0
1846,160,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,1,6,417.0,1,GasA,5,1,SBrkr,0,1,4,4,Typ,0,0,Detchd,1,2.0,3,3,1,0,32,0,0,0,0,9,2007,WD ,177000,7,7,7.0,3.0,3,2769.0
1805,60,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,4,3,PConc,4,3,3,1,0.0,1,GasA,5,1,SBrkr,0,1,4,9,Min2,1,4,BuiltIn,2,3.0,3,3,1,193,127,0,0,0,0,6,2007,WD ,265000,3,3,3.0,3.0,4,4345.0
1853,60,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,5,3,2,6,901.0,1,GasA,5,1,SBrkr,0,1,4,8,Typ,2,3,Attchd,2,2.0,4,3,1,147,0,36,0,144,0,6,2007,WD ,312500,9,9,9.0,4.0,3,4687.0
1321,75,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,3,3,1,1,0.0,1,GasA,4,1,SBrkr,0,1,4,9,Typ,1,4,Detchd,1,2.0,4,3,1,105,502,0,0,0,0,7,2008,WD ,325000,115,8,20.0,4.0,3,4892.0
564,20,RL,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,4,4,CBlock,4,4,4,5,1733.0,3,GasA,4,1,SBrkr,0,1,4,6,Maj1,2,4,Attchd,2,3.0,3,3,1,462,0,0,255,0,0,4,2009,WD ,275000,29,29,29.0,3.0,2,4892.0
1771,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,1,6,565.0,1,GasA,5,1,SBrkr,0,1,4,9,Typ,1,3,Attchd,2,3.0,3,3,1,224,114,0,0,0,0,6,2007,WD ,290000,12,12,12.0,3.0,4,4444.0
90,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,3,4,CBlock,3,3,4,4,126.0,6,GasA,5,1,SBrkr,0,1,3,7,Typ,2,2,Attchd,3,2.0,3,3,1,296,0,186,0,0,0,4,2010,WD ,169000,36,8,36.0,3.0,3,3163.0
2684,30,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,1,2,616.0,1,GasA,4,1,SBrkr,0,1,3,4,Typ,0,0,Detchd,1,1.0,3,3,1,0,0,129,0,0,0,6,2006,WD ,89000,85,56,85.0,1.0,2,1437.0
13,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,GasA,4,1,SBrkr,0,1,3,7,Typ,1,4,Attchd,3,2.0,3,3,1,0,75,0,0,0,0,5,2010,WD ,180400,12,12,12.0,3.0,3,2647.0
445,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,1,6,1124.0,0,GasA,5,1,SBrkr,0,1,4,7,Typ,1,4,Attchd,2,3.0,3,3,1,0,0,0,0,0,0,10,2009,WD ,284000,6,5,6.0,3.0,3,5715.0
1914,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,3,3,CBlock,3,3,1,3,456.0,1,GasA,5,1,FuseA,0,1,3,5,Typ,0,0,Attchd,2,1.0,3,3,1,0,0,0,0,0,0,7,2007,COD,114500,49,49,49.0,1.0,2,2099.0
2811,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,3,6,24.0,1,GasA,5,1,SBrkr,0,1,4,7,Typ,0,0,Attchd,2,3.0,3,3,1,144,20,0,0,0,0,7,2006,New,212900,1,0,1.0,2.0,3,3886.0
850,20,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,2,2.0,3,3,1,0,33,0,0,0,0,6,2009,WD ,187100,8,7,8.0,2.0,3,3448.0
1844,160,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,1,6,419.0,1,GasA,4,1,SBrkr,0,1,3,5,Typ,1,2,Detchd,1,2.0,3,3,1,0,32,0,0,0,0,6,2007,WD ,176000,8,8,8.0,3.0,2,2627.0
2225,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,BrkFace,None,0.0,3,3,PConc,4,3,1,4,813.0,1,GasA,5,1,SBrkr,0,1,3,7,Typ,2,4,Attchd,2,2.0,3,3,1,0,0,216,0,0,0,9,2007,CWD,215000,39,39,39.0,3.0,3,3528.0
1477,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,490.0,1,GasA,5,1,SBrkr,0,1,4,6,Typ,0,0,Attchd,2,2.0,3,3,1,0,45,0,0,0,0,9,2008,WD ,185900,4,4,4.0,3.0,3,2872.0
399,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,375.0,4,GasA,3,1,SBrkr,0,1,4,5,Typ,0,0,Detchd,1,2.0,3,3,1,96,0,0,0,0,500,11,2009,WD ,120500,39,39,20.0,1.0,3,2388.0
2431,60,RL,Pave,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,3,1,0.0,1,GasA,5,1,SBrkr,0,1,3,7,Typ,1,4,BuiltIn,3,2.0,3,3,1,100,40,0,0,0,0,7,2006,WD ,192140,1,1,1.0,3.0,4,2942.0
1605,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,3,3,1,5,641.0,1,GasA,5,1,SBrkr,0,1,4,5,Typ,1,5,Attchd,1,1.0,3,3,1,0,0,0,0,0,0,10,2008,WD ,130500,26,0,26.0,2.0,3,1896.0
897,50,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,Wall,3,0,FuseF,0,1,3,9,Mod,0,0,Detchd,1,1.0,3,3,0,92,0,185,0,0,0,4,2009,WD ,98000,64,59,64.0,2.0,4,1769.0
1426,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,4,3,PConc,4,3,4,6,2085.0,1,GasA,5,1,SBrkr,0,1,5,7,Typ,2,4,Attchd,2,3.0,4,3,1,0,0,70,0,255,0,6,2008,WD ,475000,0,0,0.0,3.0,3,5895.0
2240,30,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,2,1,1,1,0.0,1,GasA,4,1,Mix,0,1,3,6,Maj2,0,0,Detchd,1,1.0,1,1,0,0,0,0,0,0,0,11,2007,WD ,67000,87,57,87.0,1.0,2,2376.0
1706,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1288.0,1,GasA,5,1,SBrkr,0,1,5,8,Typ,1,4,Attchd,3,3.0,3,3,1,178,120,0,0,0,0,11,2007,New,325624,0,0,0.0,3.0,3,4532.0
2252,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1392.0,1,GasA,5,1,SBrkr,0,1,4,4,Typ,1,4,Attchd,2,2.0,3,3,1,0,144,0,0,145,0,7,2007,WD ,245000,5,5,5.0,3.0,1,3394.0
